Username,Comment,Like
ldqbaz,"['kalau', 'bagaimana', 'pak', 'dulu', 'cuma', 'mimpi', 'ajar', 'coding', 'pak', 'kuliah', 'teknik', 'sipil', 'kerja', 'perintah', 'rasa', 'pintu', 'dunia', 'programming', 'tutup', 'sejak', 'kenal', 'ai', 'pak', 'bangun', 'latar', 'belakang', 'bikin', 'script', 'automasi', 'bikin', 'kerja', '10x', 'lebih', 'efisien', 'bikin', 'surat', 'arsip', 'template', 'lapor', 'ingat', 'rapat', 'pindah', 'data', 'antar', 'spreadsheet', 'form', 'docs', 'semua', 'otomatis', 'bahkan', 'rumus', 'soreadsheet', 'dulu', 'cuma', 'sederhana', 'sekarang', 'desain', 'logika', 'kompleks', 'fallback', 'detailbryang', 'paling', 'bikin', 'takjub', 'tugas', 'survei', 'data', 'biasa', 'makan', 'waktu', 'buat', 'input', '1', '1', 'sekarang', 'tinggal', 'ubah', 'csv', 'pasuk', 'aplikasi', 'web', 'pakai', 'automasi', 'temanteman', 'heran', 'lihat', 'layar', 'gerak', 'sendiri', 'punya', 'pikir', 'jelek', 'sama', 'programmer', 'dinkominfo', 'kalo', 'kerja', 'begini', 'tuh', 'banget', 'kok', 'sinkronisasi', 'manual', 'pindah', 'pindah', 'web', 'terus', 'tugas', 'bikin', 'lapor', 'lah', 'punya', 'web', 'sono', 'kok', 'enggak', 'dibuatin', 'generate', 'lapor', 'inject', 'sendiri', 'buat', 'scriptnya', 'semua', 'jalan', 'maksimal', 'berkat', 'vibe', 'coding', 'sadar', 'enggak', 'mau', 'cuma', 'jadi', 'operator', 'ai', 'tetap', 'ajar', 'pak', 'baca', 'paham', 'kode', 'bukan', 'cuma', 'run', 'makimaki', 'ai', 'kalau', 'errorbrcitacita', 'panjang', 'alam', 'jadi', 'celah', 'solusi', 'universal', 'teknologi', 'jadi', 'jembatan', 'bukan', 'halang', 'terima', 'kasih', 'pak', 'wpu', 'berani', 'angkat', 'topik']",0
isenksaja5333,"['vibe', 'coding', 'dasar', 'pindahin', 'profesi', 'programmerdeveloper', 'jadi', 'product', 'manager', 'jadi', 'sama', 'kamu', 'jadi', 'manager', 'enggak', 'perlu', 'audit', 'sendiri', 'semua', 'code', 'anak', 'buah', 'kamu', 'makanya', 'banyak', 'programmer', 'rasa', 'jadi', 'oondump', 'sejak', 'pakai', 'ai', 'enggak', 'sadar', 'pindah', 'profesi', 'management', 'ilmu', 'sendiri', 'enak', 'ai', 'enggak', 'perlu', 'pikirin', 'asa', 'kalo', 'manusia', 'mungkin', 'lo', 'jadi', 'programmer', 'biar', 'enggak', 'banyak', 'urus', 'asa', 'orang']",0
hendrasusanto,"['kalau', 'analogi', 'gua', 'sih', 'kalkulatorbrbrvibe', 'coding', 'ibarat', 'orang', 'enggak', 'pernah', 'ajar', 'matematika', 'terus', 'mencet', 'kalkulator', '9', 'kali', '8', 'terus', 'kasih', 'hasil', '72', 'case', 'ai', 'terkadang', 'kalau', 'halu', 'hasil', '71', '73', 'lainnyabrbrterus', 'rasa', 'keren', 'perlu', 'tahu', '9', 'kali', '8', 'bagaimana', 'alur', 'hasil', '72', 'mana', 'tahu', '72', 'jawab', 'benar', 'cuma', 'jauh', 'mana', 'yakin', 'jawab', 'ai', 'benarbrbrsedangkan', 'orang', 'tahu', 'matematika', 'dasar', 'lihat', 'hasil', 'ai', '9', 'kali', '8', '72', 'tetap', 'ngereviewcross', 'check', 'quotoh', 'benar', '9', 'kali', '8', '72quot', 'jadi', 'kalau', 'ai', 'nya', 'halu', 'asih', 'jawab', '71', '73', 'ngehbrbrvibe', 'coding', 'sama', 'erti', 'code', 'tulis', 'ai', 'lu', 'mungkin', 'wow', 'sama', 'hasil', 'ai', 'frontend', 'kayak', 'lebih', 'reproducable', 'lebih', 'banyak', 'resource', 'internet', 'tel', 'ai', 'bagaimana', 'lu', 'tau', 'codenya', 'benar', 'hasil', 'frontend', 'ai', 'memang', 'sama', 'at', 'some', 'point', 'kemudian', 'lu', 'ngedit', 'beda', 'orang', 'pilih', 'adalahbrbr1', 'lu', 'enggak', 'erti', 'coding', 'sama', 'sekali', 'jadi', 'lu', 'cuma', 'prompt', 'suruh', 'ai', 'ngubah', 'makin', 'lama', 'makin', 'banyak', 'context', 'ai', 'makin', 'bego', 'plus', 'cost', 'makin', 'gedebr2', 'lu', 'erti', 'coding', 'jadi', 'lu', 'tau', 'mana', 'code', 'ai', 'benar', 'aco', 'tinggal', 'ngedit', 'hasil', 'code', 'ai', 'perlu', 'lu', 'prompt', 'spesifik', 'lu', 'perluin', 'terus', 'entar', 'ai', 'asih', 'tau', 'ngubahnya', 'manabrbrintinya', 'jadi', 'orang', 'erti', 'matematika', 'dasar', 'lalu', 'pakai', 'kalkulator', 'mudah']",0
sandhikagalihwpu,"['analogi', 'mantap']",0
rofjanar,"['turut', 'fine', 'fine', 'sangat', 'mudah', 'sekali', 'asal', 'jangan', 'ngakungaku', 'jujur', 'kalau', 'hasil', 'ai', 'buat', 'orang', 'bukan', 'profesional', 'industri', 'masalah', 'kalau', 'pengin', 'fokus', 'industri', 'baru', 'perlu', 'dalam', 'ilmu', 'skill', 'kodingnya']",0
sandhikagalihwpu,"['jujur', 'paham', 'hasil', '2', 'beda', 'kalo', 'jujur', 'pakai', 'ai', 'enggak', 'paham', 'hasil', 'tetap', 'enggak', 'fine', 'kalo', 'mempertanggungjawabkan']",0
rofjanar,"['sandhikagalihwpu', 'apa', 'dipertanggungjawabkan', 'pak', 'kan', 'bukan', 'professional', 'lama', 'pakai', 'oke', 'oke', 'rugi', 'orang', 'masalah', 'semua', 'gantung', 'studi', 'kasus', 'implementasi', 'buat', 'apa', 'dulu', 'tekan', 'memang', 'profesional', 'arah', 'komersial', 'wajib', 'perlu', 'faham', 'koding', 'kalau', 'buat', 'project', 'kecil', 'mandiri', 'perlu', 'hasil', 'langsung', 'okeoke', 'pertanggungjawaban', 'diri', 'masing-masing']",0
haniframadhan1484,"['pakai', 'ai', 'paling', 'buat', 'bantu', 'buat', 'unit', 'test', 'inti', 'code', 'nya', 'buat', 'sendiri']",0
ilhamabdulhakim8639,"['ngejar', 'portofolio', 'joki', 'aplikasi', 'mau', 'switch', 'karir', 'benar', 'banget', 'sangat', 'relate', 'tambah', 'saran', 'seniorr']",0
muhammadbudiawan7889,"['tahu', 'fundamental', 'programing', 'biar', 'kendali', 'ai', 'kalo', 'enggak', 'tahu', 'fundamental', 'selamat', 'datang', 'sesat', 'tumpul', 'otak']",0
dantoking1122,"['ai', 'buat', 'diskusi', 'buat', 'ajar', 'refaktor', 'cara', 'lebih', 'efektif', 'cari', 'cara', 'opsi', 'cari', 'alternatif', 'cara']",0
yanuaryusufadika4003,"['memang', 'benar', 'kalo', 'awal', 'pakai', 'ai', 'bahaya', 'dunia', 'kerja', 'butuh', 'delivery', 'cepat', 'kalau', 'dulu', 'ai', 'musti', 'lembur2', 'tiap', 'hari', 'ngejar', 'deadline', 'fixing', 'code', 'clean', 'code', 'unit', 'test', 'integration', 'test', 'e2e', 'test', 'testmo', 'padahal', 'user', 'enggak', 'peduli', 'laku', 'biar', 'aplikasi', 'stabil', 'sekarang', 'ai', 'semua', 'selesai', 'jadi', 'user', 'senang', 'apikasi', 'stabil', 'pulang', 'cepat']",0
sandhikagalihwpu,"['kalo', 'dunia', 'kerja', 'beda', 'tanggung', 'jawab', 'konsekuensi', 'beda', 'mahasiswa', 'baru', 'ajar']",0
cygtrafolia1007,"['terima', 'kasih', 'pak', 'video', 'langsung', 'daftar', 'member', 'gym', 'sekarang']",0
sandhikagalihwpu,"['haha', 'gas']",0
hudd1n366,"['fakta', 'benar', 'ada', 'banyak', 'tim', 'ku', 'mulai', 'pakai', 'ai', 'lebih', 'stir', 'sama', 'ai', 'sedih', 'sih', 'kemudian', 'tau', 'laku', 'enggak ada', 'waktu', 'jadi', 'malas', 'buat', 'ngoding', 'pakai', 'ai', 'semua', 'turut', 'telah', 'sarjana', 'programmer', 'bakal', 'stir', 'ai', 'buat', 'bikin', 'aplikasi', 'jadi', 'enggak bisa', 'buat', 'obrol', 'seru', 'coding', 'satu', 'sama', 'kardusdeveloper']",1
hamadakun16,"['vibe', 'coding', 'gampang', 'awal', 'susah', 'kode', 'sangat', 'panjang']",1
sekadauonline8422,"['moga', 'wpu', 'tambah', 'rust', 'list', 'wpu', 'course']",0
sandhikagalihwpu,"['rencana', 'course', 'rust', 'mudah', 'masuk', 'roadmap', 'tahun', 'depan']",1
sekadauonline8422,"['sandhikagalihwputerima', 'kasih', 'pak', 'dika', 'biar', 'portofolio', 'makin', 'lengkap']",0
gunawansuarna,"['programer', '7', 'tahun', 'mulai', 'brainroot', 'gegara', 'ai', 'agent', 'buat', 'coding', 'wkwokwoko', 'moga', 'selalu', 'beri', 'sadar', 'terus', 'ajar']",0
gendon,"['iya', 'mula', 'amp', 'bukan', 'coder', 'sama', 'sekali', 'hancur', 'hancur', 'lebur']",0
gendon,"['buaaaanyak', 'mau', 'tulis', 'inti', 'vibes', 'code', 'ampas', 'masuk', 'senior', 'ngequotvibesquot', 'junior', 'ngequotvibesquot', 'tau', 'apa', 'mau', 'laku', 'vibes', 'codes', 'guna', 'sama', 'sekali', 'dihandle', 'olehbr1', 'junior', 'ngoding', 'paham', 'seluruh', 'terminologi', 'apa', 'mau', 'bangun', 'be', 'fe', 'apa', 'lah', 'serta', 'aksioma', 'bahasa', 'pemograman', 'digunakanbr2', 'junior', 'minimal', 'tau', 'arsitektur', 'best', 'practice', 'apa', 'atur', 'lint', 'bahasa', 'guna', 'apa', 'dry', 'apa', 'segala', 'glossary', 'biasa', 'guna', 'programmerbr3', 'senior', 'tau', 'betul', 'mana', 'dod', 'task', 'beri', 'aibrbrjadi', 'kalo', 'kamukamu', 'asa', 'hebat', 'dewa', 'enggak', 'punya', 'basic', 'pemograman', 'sama', 'sekali', 'jangan', 'banyak', 'lagak', 'amp', 'ciut', 'ajar', 'poin', '1', 'amp', '2', 'tulis', 'mungkin', 'aman', 'kalo', 'mau', 'diimplement', 'dunia', 'kerja', 'nyata', 'minimal', 'dunia', 'kerja', 'tim', 'skala', 'kecil']",0
gendon,"['pernah', 'lihat', 'kasus', 'orang', 'daftar', 'meberikan', 'contoh', 'projek', 'ojek', 'sebut', 'bisabisanya', 'react', 'project', 'react', 'backend', 'backendnya', 'python', 'pakenya', 'fastapi', 'amp', 'flask', 'sama', 'what', 'the', 'hell']",0
gendon,"['kalo', 'analogi', 'manusia', 'sudah', 'kanker', 'orang', 'mati', 'kanker', 'hidup', 'kacau', 'kalo', 'vibescoder', 'mulai', 'aksi', 'paham', 'coding', 'sama', 'sekali']",0
zonayoutubech,[],0
developeranything,"['nice', 'pak']",0
denzuqo,"['bahaya', 'kalau', 'dibandingin', 'sama', 'jaman', 'dulu', 'dulu', 'stuck', 'posting', 'stackoverflow', 'tunggu', 'jawab', 'scroll', 'fesnuk', 'otak', 'tetap', 'workout', 'cari', 'solusi', 'sekarang', 'tinggal', 'chat', 'copypaste', 'langsung', 'jalan', 'lanjut', 'scroll', 'fesnuk', 'pikir', 'apaapa', 'v']",0
ahmadganteng7435,"['semua', 'instant', 'jelek']",0
antoniedik,"['tumpul', 'efek', 'kalau', 'vibe', 'ngoding', 'terus']",27
muhammadakna8397,"['begini', 'nih', 'codenya', 'enggak', 'pakai', 'metode', 'quotmana', 'tauquot', 'wkwkwk']",0
wawancom78yutube,"['dulu', 'buat', 'website', 'laku', 'programmer', 'sejak', 'muncul', 'cms', 'wordpress', 'siapa', 'buat', 'situs', 'mudah', 'ngoding', 'sekarang', 'muncul', 'teknologi', 'ai', 'buat', 'proses', 'buat', 'web', 'aplikasi', 'jadi', 'jauh', 'lebih', 'mudah', 'bahkan', 'orang', 'bukan', 'programmer', 'usaha', 'kini', 'hemat', 'tenaga', 'kerja', 'cukup', 'kerja', 'sedikit', 'orang', 'ahli', 'guna', 'ai', 'hasil', 'bagus', 'tetap', 'butuh', 'mampu', 'buat', 'prompt', 'tepat', 'muncul', 'profesi', 'baru', 'nama', 'prompt', 'engineering', 'masa', 'depan', 'mampu', 'buat', 'prompt', 'jadi', 'ahli', 'penting', 'bahkan', 'saing', 'mampu', 'ngoding', 'tradisional']",0
rienidamsik,"['awal', 'kuliah', 'ajar', 'sini', 'kerja', 'terimkasih', 'pak', 'sandika']",0
fanizul1282,"['skill', 'issue', 'kali', 'gunain', 'ai', 'gaes', 'masif', 'jangan', 'mau', 'sesat', 'orang', 'bilang', 'jangan', 'vibe', 'coding', 'ceo', 'nvidia', 'bilang', 'depan', 'jadi', 'ngoding', 'bahasa', 'manusia', 'biar', 'ai', 'abstraksi', 'machine', 'code', 'sering', 'interaksi', 'ai']",0
oktavianosahruromadhon,"['malah', 'sering', 'usaha', 'paham', 'konsep', 'ingin', 'clientrekruterboss', 'ai', 'suruh', 'full', 'coding', 'tinggal', 'cek', 'baris', 'awal', 'hingga', 'akhir', 'kalo', 'output', 'sesuai', 'baru', 'baca', 'biar', 'lebih', 'paham', 'how', 'works', 'tanya', 'ai', 'pakai', 'methods', 'apa', 'lalu', 'crosscheck', 'youtube', 'dokumentasi', 'kena', 'best', 'practice', 'nya', 'brtapi', 'terkadang', 'buat', 'mikir', 'terlalu', 'ribet', 'loncat', 'sana', 'sini', 'kurang', 'fundamental', 'quotyang', 'benar', 'gimanaquot']",0
sandhikagalihwpu,"['inti', 'kalimat', 'quotnanti', 'tinggal', 'cek', 'baris', 'awal', 'hingga', 'akhirquot']",1
rezaprayoga236,"['keren', 'komen', 'panjang2', 'banget']",0
sandhikagalihwpu,"['iya', 'nih', 'baru', 'kali', 'komen', 'sepanjang2', 'seru', 'baca', 'haha']",0
bimotok757,"['ajar', 'sih', 'internet', 'masuk', 'ai', 'search', 'google', 'ai', 'nya', 'jawab', '2', 'minggu', 'bikin', 'aplikasi', 'pakai', 'port', 'serial', 'pakai', 'thread', 'belum', 'cc', 'microcontroller', 'linux', 'bulan', 'bikin', 'dynamic', 'library', 'paling', 'suka', 'bikin', 'user', 'interface', 'ribet', 'guna', 'thread', 'task']",0
achmadfarhan8846,"['memang', 'llm', 'rada', 'jadi', 'quotnarkobaquot', 'sih', 'buat', 'baru', 'ajar', 'candu', 'jauh', 'ai', 'anggap', 'quotadvanced', 'modelquotpengganti', 'stackoverflowgoogle', 'bahaya', 'mula', 'tau', 'fundamental', 'langsung', 'terjun', 'ai']",0
mfakhrisqz8sg,"['a', 'hrefhttpswwwyoutubecomwatchv3utmxkg47bmampt1050145abrthe', 'easy', 'way', 'is', 'always', 'mined', 'murphy39s', 'law', 'of', 'combat']",0
ykywzcode,"['vibe', 'coding', 'nagih', 'banget', 'tanggal', 'tabtab', 'jadi', 'aplikasi', 'pas', 'mau', 'discaling', 'aplikasi', 'tinggal', 'taptap', 'enggak', 'sadar', 'tibatiba', 'notifikasi', 'quota', 'habis', 'tibatiba', 'otak', 'langsung', 'bengong']",0
sandhikagalihwpu,"['kalo', 'tabtab', 'code', 'editor', 'ai', 'assisted', 'coding', 'enggak', 'bilang', 'vibe', 'coding', 'vibe', 'coding', 'benar', 'minta', 'bikin', 'aplikasi', 'pakai', 'bahasa', 'manusia', 'kalo', 'errortidak', 'sesuai', 'minta', 'benerin', 'pakai', 'bahasa', 'manusia', 'lalu', 'kalo', 'beres', 'code', 'nya', 'langsung', 'pakai']",1
nandasuhendra3495,"['imo', 'ai', 'lebih', 'batu', 'susun', 'execution', 'plan', 'atau', 'approach', 'apa', 'sesuai', 'tau', 'stepbystep', 'apa', 'mau', 'kerja', 'kira', 'suruh', 'ai', 'execute', 'the', 'plans', 'lama', 'review', 'hasil', 'step', 'eksekusi']",1
doiknowhowtocode,"['pengin', 'share', 'teman', 'baru', 'ajar', 'koding', 'langsung', 'ai', 'takut', 'singgung']",0
sandhikagalihwpu,"['kirim', 'kirim']",0
aloneinthedark3726,"['programmer', 'kerja', 'saas', 'branding', 'ai', 'sangat', 'tuju', 'apa', 'dika', 'branding', 'ai', 'quotdapurnyaquot', 'full', 'koding', 'manual', 'debug', 'manual', 'implement', 'algoritma', 'manual', 'vibe', 'koding', 'jangan', 'kan', 'buat', 'tambah', 'fitur', 'minta', 'debug', 'file', 'js', 'line', 'nya', '15rban', 'enggak', 'jelas', 'respon', 'nya', 'apa', 'malah', 'kalau', 'ai', 'fix', 'biasa', 'masuk', 'circle', 'enggak', 'tau', 'baik', 'apa', 'salah', 'we', '39silently39', 'agree', 'that', 'all', 'this', '39paib', 'koding39', 'is', 'utterly', 'bullsht']",0
vlipps,"['ai', 'ganti', 'sisi', 'teknik', 'tetap', 'kerja', 'sisi', 'strategis']",1
sandhikagalihwpu,['setujuu'],0
andhikarmukti,"['pak', 'kaget', 'suara', 'musik', 'bagi', 'closing', 'kencang', 'banget']",0
dhiampermana1072,"['konten', 'vibe', 'coding', 'sering', 'banget', 'lihat', 'aplikasi', 'thread']",0
sandhikagalihwpu,"['sekarang', 'dimana2', 'sih']",0
andhikarmukti,"['terima', 'kasih', 'pak', 'sandhika', 'tonton', 'ngegym', 'mulai', 'besok', 'bismillah']",0
furqonarif282,"['sangat', 'sepakat', 'pakbrrasa', 'frustasi', 'temu', 'eror', 'usaha', 'selesai', 'sendiri', 'bayar', 'rasa', 'nikmat', 'ujungnyabrtapi', 'rasa', 'frustasi', 'berkalikali', 'beri', 'hasil', 'instan', 'ai', 'sesuai', 'ekspektasi', 'hasil', 'tumpu', 'rasa', 'frustasi', 'akhir', 'meski', 'akhir', 'eror', 'atas', 'rasa', 'hampa', 'tunggu', 'itu', 'kalau', 'hilang', 'rasa', 'jengkel', 'sama', 'ai', 'sering', 'banyak', 'yapping']",0
sahabathijrah24434h,"['memang', 'mula', 'coding', 'pernah', 'coba', 'vibe', 'coding', 'malah', 'buat', 'enggak', 'semangat', 'ajar', 'coding', 'ngoding', 'ai', 'bukan', 'jadi', 'makin', 'enggak', 'erti', 'sama', 'coding']",0
agungdrh,"['sfx', 'nya', 'kencang', 'banget', 'pak', 'kaget', 'pas', 'simak']",0
sandhikagalihwpu,"['wkwk', 'duh', 'maaf', 'next', 'time', 'enggak']",0
turyajakarta4867,"['tuju', 'sekali', 'pak', 'dhika', 'ai', 'ubah', 'programmer', 'jadi', 'operator']",1
gustiredhoni3074,"['mantab', 'pak', 'dika']",0
perogeremmer,"['analogi', 'selalu', 'pakai', 'kalo', 'ajar', 'mahasiswa', 'angkat', 'bebanbrkarena', 'angkat', 'beban', 'sama', 'persis', 'kayak', 'ajar', 'coding']",0
sandhikagalihwpu,[],0
nizaraplikasi,"['initi', 'nya', 'cara', 'instant', 'baik', 'buat', 'malas', 'pikir', 'beranalisa', 'kreatif', 'ajar', 'semua', 'butuh', 'proses', 'ajar']",0
yookafamily,"['betul', 'enggak', 'fe', 'ahirnya', 'pakai', 'ai', 'buat', 'koding', 'be', 'koding', 'sendiri', 'sekarang', 'jadi', 'lah', 'form', 'builder']",0
worldsstorybook77,"['project', 'vibecoding', 'handle', 'memang', 'biasa', 'projectnya', 'handle', 'backend', 'kemarin', 'oke', 'coba', 'fullstack', 'ai', 'alhamdulillah', 'istilah', 'kerja', 'jadi', 'cepat', 'soal', 'lumayan', 'keteter', 'kalau', 'enggak', 'vibecoding', 'lama', 'banget', 'handle', 'bellum', 'benar', 'nguasain', 'frontendnya', 'jauh', 'worth', 'tipikal', 'kalau', 'kerja', 'mana', 'paling', 'cepat', 'pakai', 'enggak mau', 'idealis', 'semua', 'ketik', 'sendiri', 'wong', 'dulu', 'ai', 'ngandeling', 'stack', 'overflow', 'kok', 'asal', 'dasar', 'programmingnya', 'kuat']",0
aisimo,"['ngerjain', 'beberapa', 'project', 'pakai', 'claude', 'code', 'lemah', 'buat', 'ngebaca', 'kode', 'ai', 'butuh', 'ai', 'separation', 'layer', 'nya', 'berbelit2', 'ai', 'suka', 'ninggallin', 'blok', 'kode', 'nyeleneh', 'butuh', 'effort', 'paham', 'manual', 'memang', 'dah', 'metode', 'spec', 'driven', 'one', 'shoot', 'spec', 'kurang', 'praktikal', 'project', 'tau', 'general', 'proses', 'bisinisnya', 'jadi', 'sekarang', 'cuma', 'pakai', 'ai', 'buat', 'generate', 'plan', 'dokumentasi', 'code', 'review', 'sama', 'test', 'kalo', 'buat', 'coding', 'nya', 'sendiri', 'lebih', 'pilih', 'auto', 'suggestion']",0
pancagu,"['lucu', 'banget', 'pak', 'vidoenya', 'i', 'hate', 'vibe', 'coding', 'iklanya', 'genereate', 'website', 'ai', 'pak', 'kwkwkwkwk']",1
sandhikagalihwpu,[],0
brigitathresa,"['sangat', 'tuju', 'pak', 'dika', 'pernah', 'bikin', 'web', 'full', 'stack', 'full', 'pertama', 'selesai', 'pakai', 'ai', 'sadar', 'enggak', 'ajar', 'apaapa', 'lama', 'kalau', 'error', 'tanya', 'ai', 'kalau', 'mau', 'buat', 'fitur', 'tinggal', 'prompt', 'habis', 'copy', 'paste', 'rasa', 'tahu', 'pudar', 'mulai', 'bodo', 'kan', 'ai', 'sadar', 'coba', 'buat', 'jadi', 'ai', 'alat', 'bantu', 'ajar', 'coba', 'buat', 'project', 'web', 'mampu', 'logika', 'sendiri', 'tau', 'enggak', 'tau', 'apaapa', 'terus', 'coba', 'awal', 'jujur', 'sesat', 'enggak', 'tau', 'mau', 'apa', 'dulu', 'enggak', 'tau', 'mau', 'mulai', 'mana', 'dulu', 'malah', 'tanya', 'quotselama', 'kamu', 'kapai', 'ajaaaquot', 'terus', 'ajar', 'sekarang', 'baca', 'dokumentasi', 'inti', 'jangan', 'terlalu', 'gantung', 'ai', 'rugi', 'enggak', 'skill', 'nya', 'akhir', 'malah', 'enggak', 'tau', 'apaapa']",0
sandhikagalihwpu,"['nice', 'share', 'memang', 'takut', 'jadi']",0
vickyfikriachri2311,"['makin', 'cepat', 'quotpacequot', 'adaptasi', 'platform', 'ai', 'baik', 'guna', 'senior', 'programmer', 'sedang', 'kembang', 'platform', 'baru', 'bukan', 'junior', 'programmer', 'senior', 'programmer', 'alam', 'platform', 'belum', 'code', 'digenerate', 'ai', 'applicable', 'secure', 'scalable', 'reliable', 'dua', 'mendevelop', 'machine', 'learning', 'sejak', 'tahun', 'awal', 'ai', 'booming', 'tahun', '2020an', 'satu', 'buat', 'kesal', 'ai', 'akurasi', 'nya', 'batas', 'atas', 'akurasi', 'lampau', 'ai', 'dunia', 'akurasi', 'code', 'program', 'applicable', 'secure', 'scalable', 'reliable', 'penting', 'cocok', 'ai', 'memang', 'funfun', 'dunia', 'kreasi', 'boleh', 'ada', 'error', 'error', 'buat', 'dunia', 'senyum']",0
blckcurve,"['jalan', 'rangkul', 'aibrkekhawatiran', 'benar', 'perlu', 'buat', 'rasa', 'ai', 'jalan', 'curang', 'wah', 'beelebihanbrbrjustru', 'ai', 'peta', 'saing', 'makin', 'ketat', 'luas', 'sangat', 'tantang', 'brbrai', 'sangat', 'bantu', 'ngoding', 'bahkan', 'era', 'ai', 'banyak', 'baru', 'dapat', 'mungkin', 'malah', 'baru', 'kenal', 'sejak', 'aibrbrga', 'perlu', 'terlalu', 'fokus', 'saing', 'makin', 'pluralbrbrsimple', 'kalau', 'pakai', 'usaha', 'hadir', 'ai', 'arti', 'bukan', 'tempat', 'bebas', 'cari', 'peluang', 'wajib', 'manfaat', 'aibrbrpada', 'akhir', 'semua', 'industri', 'adaptasi', 'mulai', 'atur', 'siapa', 'bagaimana', 'kapan', 'ai', 'guna', 'bisnis']",0
oktavianosahruromadhon,"['seleksi', 'alam', 'semua', 'temu', 'jalan', 'masing', 'masing', 'cara', 'sendiri']",0
yelnovri,"['analogi', 'bagus', 'sekali', 'pak', 'langsung', 'nyantol', 'otak', 'lah', 'iya', 'pintar', 'ai', 'cuma', 'arang', 'doang', 'kolom', 'promt', 'kwkwkwkwkw']",2
azoeln5w,"['memang', 'gila', 'sih', 'canggih', 'ai', 'cuman', 'pernah', 'ajar', 'golang', 'langsung', 'saran', 'buat', 'blockchain', 'hasil', 'aneh', 'enggak', 'tau', 'kode', 'apa', 'kan', 'bego']",0
muhamadandisaputro8571,"['algoritma', 'kuat', 'kunci']",0
ferdausalamsyah1600,"['paling', 'rasa', 'sih', 'vibes', 'coding', 'bikin', 'ajar', 'jadi', 'malas']",0
pyurangi,"['wkwkw', 'nyata', 'laku', 'lama', 'vibe', 'coding', 'benar', 'pakai', 'ai', 'selalu', 'sama', 'baca', 'dokumentasi', 'bahkan', 'jadi', 'ai', 'jadi', 'dokumentasi', 'sendiri', 'sering', 'banget', 'salah', 'benar', 'kasus', 'ai', 'bantu', 'banget', 'kalau', 'tiba', 'ganti', 'framework', 'ganti', 'apa', 'misal', 'paham', 'konsep', 'ngetranslate', 'bahasa', 'komputer', 'enggak tau', 'sisi', 'client', 'tunggu', 'kerja', 'konsultan', 'benar', 'bukan', 'pure', 'dev', 'functionalbrbrbiasanya', 'kalau', 'code', 'nya', 'jadi', 'sama', 'sih', 'ai', 'selalu', 'tanya', 'kalau', 'maksud', 'line', 'tuh', 'apa', 'jadi', 'walaupun', 'pakai', 'ai', 'tetap', 'ajar', 'mungkin', 'kalau', 'konteks', 'beda', 'alam', 'ngoding', 'ajar', 'era', 'ai', 'kayak', 'sekarang', 'tuju', 'pak', 'galih', 'kalau', 'proses', 'ajar', 'hindar', 'dulu', 'pakai', 'ai', 'adik', 'kuliah', 'informatika', 'kadang', 'tugas', 'selalu', 'tulis', 'kalau', 'soal', 'sebut', '39no', 'ai', 'level39']",1
sandhikagalihwpu,"['makanya', 'enggak', 'salah', 'sih', 'guna', 'konteks', 'tepat']",1
